vehicle_id,vehicle_type,battery_capacity_kwh,vehicle_model,vehicle_age,motor_power_kw,vehicle_weight_kg,state_of_charge,battery_temperature,battery_voltage,battery_current,battery_cycles,battery_health,charging_type,charging_time,average_speed,maximum_speed,acceleration,driving_style,distance_travelled,regenerative_braking,outside_temperature,humidity,road_condition,traffic_level,terrain,wind_speed,ac_usage,passenger_load,headlight_usage,infotainment_usage,energy_consumption_kwh_per_100km,estimated_range_km
EV108960,Car,42.27,Tata Tiago EV,11.36,78.78,1146.6,10.62,27.64,362.87,69.85,2137,77.64,DC Fast,0.56,49.77,127.2,1.6,Normal,183.11,47.11,36.32,72.51,Good,High,Flat,20.35,Off,1,Off,Off,24.31,14.34
EV108961,Car,46.63,Tata Nexon EV,8.21,77.77,1285.5,64.82,33.57,334.15,75.63,1437,86.82,AC,5.31,51.72,119.96,2.39,Normal,300.48,66.63,39.03,30.06,Average,High,Hilly,5.07,Off,5,Off,Off,28.7,91.45
EV108962,Scooty,5.56,TVS iQube,4.76,6.18,154.9,61.03,41.51,70.69,27.55,1650,90.66,AC,0.65,38.54,78.98,1.69,Normal,15.41,57.2,35.16,64.91,Poor,High,Mixed,1.67,Off,1,Off,Off,8.0,38.48
EV108963,Car,27.69,BYD Atto 3,5.5,85.32,1986.6,68.5,28.53,402.07,95.94,983,92.16,DC Fast,0.43,68.12,131.38,3.56,Eco,56.81,38.74,38.38,80.81,Good,High,Flat,14.1,Off,5,Off,On,24.09,72.57
EV108964,Car,73.56,Mahindra XUV400,4.42,133.07,1842.7,46.32,39.09,372.71,59.52,1388,95.53,DC Fast,0.8,49.36,117.79,1.59,Normal,90.79,86.24,32.05,74.36,Good,Medium,Mixed,19.59,Off,2,Off,On,21.8,149.33
EV108965,Car,53.37,BYD Atto 3,4.66,140.77,1150.8,32.6,29.9,317.32,139.47,861,95.38,AC,5.94,54.67,102.5,1.84,Eco,62.08,66.73,12.16,67.62,Good,Medium,Flat,8.34,Medium,1,On,On,20.52,80.89
EV108966,Car,54.29,BYD Atto 3,2.02,51.11,1863.0,73.63,33.91,404.01,76.8,735,96.16,AC,5.42,46.3,124.23,2.85,Normal,116.96,54.24,26.94,98.0,Average,Medium,Flat,6.31,Medium,1,Off,On,21.29,180.5
EV108967,Car,56.22,MG ZS EV,7.61,169.85,1363.3,8.26,26.17,293.86,91.52,1432,82.04,AC,6.57,51.51,108.92,2.01,Eco,321.93,85.73,38.95,98.0,Good,Very High,Flat,15.44,Medium,1,Off,On,22.41,17.0
EV108968,Bus,278.79,Tata Starbus EV,13.7,180.35,8541.3,17.25,34.88,583.22,209.92,1599,81.53,Depot Fast,1.37,30.67,83.36,1.59,Aggressive,104.32,48.86,35.12,42.41,Good,Very High,Flat,10.93,Low,48,Off,On,148.01,26.49
EV108969,Car,66.61,BYD Atto 3,7.2,45.64,1976.2,9.44,33.29,308.77,101.18,1590,88.9,AC,7.42,73.68,127.2,2.82,Eco,46.08,72.96,29.47,58.2,Good,High,Mixed,17.38,Medium,5,Off,On,27.91,20.03
EV108970,Bus,189.1,Tata Starbus EV,13.92,229.4,14300.5,60.6,31.02,720.99,65.61,2040,82.38,DC Fast,2.88,30.69,101.99,1.8,Normal,87.63,75.91,24.58,52.71,Average,Medium,Flat,10.15,High,23,On,On,120.82,78.13
EV108971,Car,48.36,BYD Atto 3,7.08,107.89,1721.9,42.0,27.73,392.77,105.15,930,87.66,AC,5.72,37.34,113.87,3.32,Normal,415.75,73.46,33.52,74.92,Good,Medium,Flat,8.69,High,2,Off,Off,23.02,77.34
EV108972,Scooty,6.1,Hero Vida V1,0.94,10.62,137.2,67.93,27.32,58.01,39.38,470,98.59,AC,0.69,41.89,93.85,2.41,Eco,140.99,50.22,37.43,58.77,Average,Low,Flat,3.94,Off,1,On,Off,4.6,88.75
EV108973,Car,56.22,Tata Tiago EV,3.96,122.31,1595.5,26.21,31.54,367.04,115.73,918,94.55,AC,5.64,38.16,102.25,2.84,Normal,154.42,60.04,18.41,91.3,Good,High,Flat,7.35,Medium,3,Off,Off,21.01,66.31
EV108974,Car,67.61,Tata Nexon EV,4.78,60.57,2201.8,47.62,27.86,386.49,48.81,1336,89.26,AC,7.23,37.65,91.21,2.71,Normal,313.39,55.81,13.3,77.3,Poor,Low,Mixed,18.21,Off,1,Off,On,28.38,101.24
EV108975,Car,48.36,Mahindra XUV400,6.9,153.41,1630.9,75.86,19.71,375.73,30.92,1609,87.56,DC Fast,0.57,63.71,94.67,1.79,Normal,34.3,52.65,29.27,59.94,Average,High,Flat,8.36,Off,5,On,Off,23.5,136.69
EV108976,Car,45.07,Hyundai Ioniq 5,5.28,92.39,1511.2,77.04,35.73,399.99,60.94,1345,89.67,AC,5.01,53.77,127.81,1.83,Normal,257.49,72.37,28.17,47.06,Excellent,Very High,Hilly,3.86,Low,5,On,On,28.56,109.02
EV108977,Bus,149.62,JBM ECOLIFE,7.02,272.85,13135.8,13.16,28.28,607.51,273.75,1688,85.8,DC Fast,1.78,15.98,73.38,1.39,Eco,225.52,78.57,23.13,75.67,Poor,High,Mixed,3.81,Medium,21,Off,On,127.61,13.24
EV108978,Scooty,4.52,Ather 450X,3.74,5.74,138.2,9.79,18.32,53.69,60.54,840,93.64,AC,0.53,31.76,96.3,1.47,Normal,81.25,68.4,31.74,67.7,Good,Medium,Flat,7.48,Low,1,Off,On,6.17,6.72
EV108979,Scooty,6.95,Ather 450X,4.13,5.4,126.2,91.94,19.76,53.8,46.84,1336,88.75,AC,0.81,21.78,101.17,2.73,Normal,156.8,26.29,33.49,58.93,Average,Medium,Mixed,15.35,Off,1,On,On,8.0,70.9
EV108980,Car,30.08,BYD Atto 3,7.93,120.35,2171.6,18.06,38.37,434.25,34.56,924,84.95,DC Fast,0.34,65.88,105.88,1.8,Normal,118.08,57.47,31.71,86.46,Average,High,Hilly,11.12,Medium,5,On,On,32.71,14.11
EV108981,Car,43.92,Tata Tiago EV,2.02,143.68,1213.5,56.77,34.34,371.29,93.56,773,96.83,AC,5.32,48.25,126.14,2.09,Normal,335.42,65.79,34.88,47.68,Good,Medium,Flat,9.69,High,4,Off,Off,24.67,97.87
EV108982,Scooty,5.32,Ola S1 Pro,5.19,7.82,101.3,67.17,39.06,60.97,14.67,1342,91.82,Fast Charging,1.0,26.58,64.3,1.92,Normal,87.01,55.07,26.57,54.26,Good,Medium,Mixed,9.95,Off,1,On,On,8.0,41.03
EV108983,Scooty,3.9,Hero Vida V1,0.12,4.36,97.9,89.3,21.46,57.08,40.79,1008,94.36,Fast Charging,0.55,33.21,75.79,2.36,Aggressive,93.09,67.82,31.18,61.29,Average,Medium,Flat,16.96,Off,1,On,On,8.0,41.06
EV108984,Car,33.93,Tata Nexon EV,6.92,95.36,1609.2,16.77,37.37,420.74,38.34,1067,90.46,DC Fast,0.39,63.76,97.12,1.76,Eco,437.04,69.94,29.57,69.43,Good,Medium,Flat,19.61,Off,4,Off,Off,20.54,25.05
EV108985,Scooty,5.22,Ather 450X,7.68,10.65,105.9,59.44,38.98,52.63,40.29,1305,84.86,Fast Charging,0.73,24.65,71.95,1.33,Eco,97.22,62.27,37.24,60.7,Good,Medium,Flat,9.72,Off,1,Off,On,5.35,49.23
EV108986,Car,75.31,BYD Atto 3,8.54,99.1,2013.7,18.24,28.41,380.3,97.3,1269,86.2,AC,9.76,68.57,120.86,2.42,Eco,122.4,81.33,33.75,52.61,Good,Low,Hilly,16.56,High,4,On,On,24.34,48.66
EV108987,Bus,250.72,Olectra C9,3.74,155.06,15239.0,48.76,26.43,590.06,159.27,1124,91.32,DC Fast,3.49,23.28,77.81,1.28,Normal,160.26,60.81,29.69,83.18,Poor,High,Mixed,3.94,Low,13,Off,Off,122.88,90.85
EV108988,Car,65.1,BYD Atto 3,1.11,87.43,1434.7,99.9,36.65,317.8,36.35,551,97.36,DC Fast,0.94,39.31,93.64,2.43,Eco,105.8,84.64,48.0,29.42,Average,Very High,Flat,10.21,Off,5,On,On,25.63,247.1
EV108989,Car,50.79,Tata Nexon EV,2.67,48.68,1950.1,22.86,32.12,394.52,62.91,535,94.34,AC,6.35,70.91,132.53,2.96,Eco,209.01,61.88,30.85,50.04,Average,Medium,Flat,12.71,Off,2,Off,On,21.49,50.97
EV108990,Bus,272.67,JBM ECOLIFE,3.65,238.93,15197.8,59.07,33.86,596.02,270.99,1133,91.96,AC,12.0,36.68,88.73,1.56,Normal,260.99,91.79,21.76,45.35,Good,Low,Hilly,14.91,Off,17,On,On,129.16,114.68
EV108991,Car,36.41,Hyundai Ioniq 5,3.98,42.69,2042.6,78.06,32.92,366.95,97.21,1131,92.08,AC,3.46,42.57,115.96,2.87,Aggressive,171.58,70.06,24.58,87.63,Good,Low,Flat,9.92,Off,4,On,On,22.13,118.28
EV108992,Car,56.36,Hyundai Ioniq 5,1.79,108.0,1474.8,60.72,23.08,383.53,32.3,784,95.65,DC Fast,0.67,52.34,112.64,2.24,Eco,282.07,58.34,36.6,47.35,Average,Medium,Mixed,10.3,Medium,2,On,On,21.97,148.97
EV108993,Car,34.52,BYD Atto 3,3.11,54.24,2245.6,48.75,25.18,363.77,32.74,958,96.35,DC Fast,0.41,19.54,58.39,1.44,Normal,247.34,34.7,27.38,48.78,Good,Medium,Mixed,16.11,Medium,2,Off,On,23.39,69.32
EV108994,Car,63.28,Tata Tiago EV,0.27,159.86,1207.7,73.19,29.83,331.39,57.04,501,100.0,DC Fast,0.76,41.24,90.93,3.73,Normal,110.57,52.01,27.25,50.32,Good,Medium,Hilly,8.21,Off,2,Off,Off,21.59,214.49
EV108995,Bus,225.36,JBM ECOLIFE,7.0,331.85,15222.9,99.76,21.23,696.23,297.16,974,88.73,AC,12.0,54.1,120.0,1.04,Normal,297.11,78.31,33.53,98.0,Excellent,Medium,Flat,10.88,Low,34,On,Off,122.74,162.53
EV108996,Scooty,2.77,Bajaj Chetak,0.52,4.18,118.0,47.65,27.4,55.93,38.61,816,98.87,AC,0.37,45.71,111.48,2.04,Eco,19.71,67.07,31.71,59.34,Good,Low,Flat,7.13,Off,1,Off,Off,2.61,49.99
EV108997,Car,59.95,Mahindra XUV400,9.72,140.42,1176.0,47.31,24.1,339.25,87.11,1437,85.11,AC,6.52,47.94,123.67,3.03,Normal,324.55,42.42,26.05,96.7,Average,High,Flat,5.77,Off,2,On,On,21.8,110.73
EV108998,Bus,235.08,JBM ECOLIFE,12.28,299.72,14772.4,40.23,25.2,671.06,337.37,1410,85.98,DC Fast,2.99,38.68,71.72,1.04,Normal,235.69,75.03,26.92,19.03,Average,Low,Mixed,3.61,Medium,11,Off,On,111.06,73.21
EV108999,Scooty,7.17,Ola S1 Pro,6.03,7.76,99.4,10.17,22.24,55.8,50.15,1836,87.79,Fast Charging,1.23,28.47,88.25,2.5,Eco,215.3,51.53,32.7,98.0,Average,Medium,Mixed,6.37,Off,1,Off,On,8.0,8.0
EV109000,Bus,139.1,Ashok Leyland Switch,14.5,176.91,17444.8,34.24,18.25,532.57,292.25,1954,82.81,Depot Fast,0.79,38.83,84.86,1.46,Normal,176.0,52.93,36.56,51.02,Average,Medium,Flat,7.13,Low,42,On,On,132.49,29.77
EV109001,Car,35.97,MG ZS EV,4.97,154.28,1665.0,40.28,40.32,403.39,108.88,1400,93.05,AC,4.02,30.33,98.01,2.71,Normal,94.03,79.74,40.97,70.02,Good,Low,Mixed,21.18,Off,3,Off,Off,19.67,68.53
EV109002,Car,73.06,BYD Atto 3,4.93,47.86,1173.3,19.85,28.46,313.23,95.1,1175,92.4,DC Fast,0.9,57.67,89.56,1.68,Aggressive,79.72,49.12,33.08,52.07,Average,Medium,Flat,11.53,Off,5,Off,Off,25.05,53.51
EV109003,Car,32.37,Mahindra XUV400,6.67,152.74,2133.3,52.82,31.06,331.21,101.85,1028,87.67,DC Fast,0.43,56.12,114.89,1.67,Normal,206.11,50.9,17.92,61.3,Good,High,Hilly,6.5,High,1,Off,On,31.08,48.24
EV109004,Car,53.86,BYD Atto 3,11.97,96.24,1542.9,97.99,37.93,361.65,65.02,1109,78.13,DC Fast,0.59,38.86,81.34,1.05,Eco,200.01,33.5,29.0,43.9,Excellent,High,Hilly,12.48,Off,3,On,On,23.0,179.27
EV109005,Scooty,5.64,Hero Vida V1,7.96,10.15,120.2,95.88,23.65,65.35,29.31,1330,86.79,AC,0.65,30.04,105.61,1.48,Normal,29.5,41.86,30.83,61.52,Good,Very High,Mixed,6.62,Off,1,Off,On,8.0,58.7
EV109006,Car,25.04,MG ZS EV,10.59,167.93,2037.1,15.71,25.76,320.57,143.0,1468,84.88,AC,2.39,55.94,133.03,2.35,Eco,46.17,67.27,27.76,30.13,Good,Medium,Hilly,6.19,Off,2,On,On,24.57,13.59
EV109007,Car,64.95,BYD Atto 3,2.19,50.39,2226.6,8.87,18.71,334.65,104.2,845,94.83,DC Fast,0.99,57.82,84.42,1.19,Normal,130.09,67.83,34.95,48.8,Excellent,Low,Mixed,8.79,Off,2,On,On,19.73,27.69
EV109008,Scooty,2.78,Ather 450X,5.13,6.55,159.6,28.92,48.09,52.21,35.78,1445,91.96,AC,0.36,36.45,77.6,2.96,Normal,190.85,47.65,19.04,30.72,Good,Low,Mixed,4.37,Off,1,On,On,7.4,10.0
EV109009,Car,56.68,Mahindra XUV400,8.11,124.88,1795.1,20.74,40.03,373.92,45.33,1566,86.71,AC,5.72,37.8,69.05,3.62,Eco,295.11,50.66,25.88,37.56,Good,Medium,Hilly,2.86,Low,5,On,On,25.66,39.71
EV109010,Car,60.67,MG ZS EV,7.79,86.89,2283.5,34.38,37.3,340.73,26.11,1950,83.46,DC Fast,0.69,44.08,78.68,1.45,Normal,163.92,57.0,29.02,68.02,Average,Medium,Flat,7.37,Off,1,Off,On,20.21,86.13
EV109011,Scooty,7.16,Hero Vida V1,6.19,3.55,152.6,15.07,19.64,55.24,45.04,1334,90.44,AC,0.94,30.34,79.27,1.6,Normal,163.2,49.95,30.97,51.21,Average,Medium,Hilly,7.48,Low,1,On,On,8.0,12.2
EV109012,Bus,335.93,Tata Starbus EV,8.95,346.1,8842.5,95.45,16.24,692.54,208.53,1489,89.43,DC Fast,4.2,31.64,109.68,0.99,Normal,526.06,55.99,22.44,64.43,Excellent,High,Flat,3.31,Off,12,On,Off,111.99,256.04
EV109013,Car,39.73,MG ZS EV,7.17,119.04,2123.7,69.7,36.2,310.97,88.33,1238,89.21,AC,4.54,69.32,143.63,1.26,Normal,165.74,60.89,42.82,41.41,Good,High,Hilly,3.16,Off,2,Off,On,30.8,80.21
EV109014,Bus,288.77,JBM ECOLIFE,6.53,199.39,11736.9,28.67,10.65,682.21,289.66,1198,88.98,AC,12.0,38.75,106.46,1.41,Normal,360.08,58.47,34.94,42.72,Good,Medium,Flat,9.13,High,11,On,On,127.0,58.0
EV109015,Scooty,7.88,Bajaj Chetak,4.42,7.97,107.0,32.87,39.28,66.78,26.06,1314,89.99,AC,1.04,50.69,90.85,2.87,Normal,106.77,65.65,34.11,60.16,Average,Medium,Hilly,5.46,High,1,On,On,8.0,29.14
EV109016,Scooty,5.68,Ather 450X,1.18,9.1,152.9,66.94,18.22,66.81,54.4,773,94.8,AC,0.73,49.64,87.28,2.91,Eco,112.39,62.93,31.04,92.87,Good,High,Flat,13.01,Medium,1,Off,On,7.86,45.88
EV109017,Car,47.96,MG ZS EV,9.97,64.77,1408.0,40.51,34.59,318.54,118.18,1542,79.06,AC,6.47,60.77,90.73,2.57,Normal,509.38,59.24,31.92,25.61,Good,High,Flat,0.16,Low,3,Off,On,21.26,72.25
EV109018,Scooty,2.74,Ather 450X,1.58,10.0,136.0,15.57,44.16,65.17,54.39,662,96.76,AC,0.31,34.98,92.45,3.85,Normal,185.24,66.69,33.87,59.24,Average,Medium,Mixed,8.34,Off,1,Off,Off,8.0,5.17
EV109019,Scooty,5.93,Bajaj Chetak,2.75,9.06,124.6,54.06,15.38,57.6,50.05,853,93.59,AC,0.61,38.57,91.48,1.35,Aggressive,186.0,64.35,18.47,66.34,Good,Low,Mixed,10.34,Medium,1,Off,On,8.0,37.48
EV109020,Car,81.62,Tata Nexon EV,7.42,164.96,2192.8,54.3,15.22,325.75,52.59,883,91.57,AC,8.56,69.23,95.07,2.14,Eco,108.15,64.72,22.57,17.75,Good,Medium,Hilly,14.31,Low,1,Off,Off,25.2,161.08
EV109021,Bus,310.69,Olectra C9,2.98,239.74,10088.4,66.72,29.6,538.95,168.37,1040,96.26,DC Fast,4.66,17.31,48.42,1.21,Normal,178.58,72.79,42.65,74.16,Good,Medium,Mixed,11.2,Off,15,Off,On,118.92,167.78
EV109022,Bus,320.11,JBM ECOLIFE,12.3,267.16,16792.7,60.18,30.67,632.53,97.81,1648,80.96,Depot Fast,1.86,28.69,105.72,1.32,Normal,252.64,70.56,31.72,65.99,Good,High,Hilly,5.23,Medium,12,Off,On,128.67,121.22
EV109023,Car,72.0,BYD Atto 3,10.05,129.24,2069.2,44.97,33.42,364.85,47.76,1548,80.95,DC Fast,0.96,48.02,103.76,2.81,Normal,22.67,55.34,31.35,76.1,Excellent,High,Flat,8.02,Medium,4,Off,On,24.27,108.01
EV109024,Scooty,8.29,Ola S1 Pro,0.79,10.11,106.9,72.26,37.84,60.86,16.44,529,98.14,AC,1.01,25.74,95.95,2.31,Normal,178.52,57.02,32.08,56.16,Average,Medium,Mixed,15.0,Medium,1,On,Off,8.0,73.48
EV109025,Car,29.84,Tata Nexon EV,4.82,155.46,1731.9,13.85,30.62,345.69,42.54,1701,90.93,AC,3.72,66.63,122.26,3.01,Normal,385.17,50.35,22.7,35.94,Good,Medium,Mixed,14.88,Off,2,On,On,21.52,17.46
EV109026,Scooty,3.47,Bajaj Chetak,7.14,4.01,100.5,86.0,38.1,53.01,6.36,1305,89.38,AC,0.38,53.55,87.67,1.95,Normal,27.15,30.8,33.59,50.02,Average,High,Hilly,8.13,Off,1,On,On,8.0,33.31
EV109027,Scooty,6.68,Ola S1 Pro,7.78,9.21,105.2,8.25,26.72,67.19,54.61,1582,84.69,AC,0.81,47.64,111.14,2.88,Normal,37.09,60.64,28.35,68.24,Excellent,Low,Mixed,15.17,Off,1,Off,Off,7.05,6.63
EV109028,Car,38.67,BYD Atto 3,6.26,143.23,1294.7,64.61,27.27,320.36,58.13,1285,87.86,AC,4.21,83.42,109.61,1.92,Eco,343.62,48.64,16.31,41.99,Average,Medium,Flat,1.92,Low,2,On,On,21.5,102.12
EV109029,Car,81.24,MG ZS EV,5.37,80.98,1467.2,11.57,29.2,391.46,102.1,976,88.92,AC,10.67,58.74,93.45,2.47,Eco,273.26,81.24,35.26,47.51,Average,High,Flat,9.7,Medium,3,On,On,20.18,41.41
EV109030,Car,79.13,BYD Atto 3,5.78,53.99,2288.4,77.03,14.23,354.0,44.16,994,90.89,AC,10.1,38.15,87.34,3.35,Aggressive,230.46,84.83,13.47,51.3,Average,Medium,Flat,4.26,Off,5,On,Off,26.22,211.28
EV109031,Bus,138.19,Tata Starbus EV,2.24,195.47,9619.4,28.55,21.29,708.7,156.64,439,97.04,Depot Fast,0.85,19.41,61.05,1.73,Normal,200.04,82.19,17.74,66.17,Average,Low,Flat,4.94,Low,45,On,Off,122.75,31.2
EV109032,Car,48.43,Hyundai Ioniq 5,9.99,85.9,2133.8,83.89,19.73,346.45,19.16,1345,84.45,DC Fast,0.58,49.25,97.61,2.06,Normal,194.36,52.14,27.34,93.55,Poor,High,Flat,11.34,Medium,3,On,On,26.15,131.19
EV109033,Bus,140.34,JBM ECOLIFE,9.54,163.53,16058.6,26.78,36.71,705.74,165.14,1436,87.02,Depot Fast,0.68,37.7,108.85,1.43,Eco,148.88,55.06,37.51,31.24,Good,Medium,Flat,10.91,Off,25,On,On,134.02,24.4
EV109034,Car,37.25,MG ZS EV,5.07,50.94,2067.5,39.57,28.96,369.21,62.88,1004,88.34,DC Fast,0.46,33.81,82.66,2.26,Normal,75.38,51.87,37.7,44.6,Average,Low,Flat,9.15,Low,2,Off,On,18.33,71.03
EV109035,Car,35.69,Hyundai Ioniq 5,11.12,86.0,1220.5,81.58,29.39,381.65,95.82,2141,81.72,DC Fast,0.4,54.59,118.82,1.97,Normal,71.78,74.81,15.44,41.81,Good,Low,Flat,11.14,Low,5,Off,On,17.21,138.3
EV109036,Bus,326.36,Ashok Leyland Switch,4.88,278.68,12394.7,10.56,26.35,686.78,168.39,896,89.66,DC Fast,3.81,47.42,93.14,1.29,Eco,560.29,61.89,22.28,63.14,Good,High,Flat,1.63,Medium,9,On,On,107.49,28.74
EV109037,Car,34.36,Mahindra XUV400,5.27,57.43,1944.3,40.41,36.49,366.28,78.18,947,91.94,AC,4.25,55.62,132.66,3.92,Eco,46.04,71.99,40.97,88.1,Good,High,Flat,5.17,Medium,3,On,On,18.75,68.11
EV109038,Car,47.46,Mahindra XUV400,4.71,54.39,2063.0,11.15,33.32,362.9,57.12,863,94.17,DC Fast,0.52,52.48,87.27,0.88,Aggressive,160.14,89.91,36.74,76.49,Good,Medium,Flat,5.28,High,4,On,Off,26.02,19.15
EV109039,Car,65.14,Mahindra XUV400,2.21,75.65,1893.1,41.7,35.73,341.15,109.94,838,93.78,AC,7.48,28.59,68.63,2.94,Normal,106.26,67.47,8.36,61.09,Average,High,Flat,2.0,Medium,3,On,Off,25.54,99.76
EV109040,Car,31.94,MG ZS EV,0.35,162.38,2242.2,99.12,13.3,385.83,134.53,994,96.58,DC Fast,0.48,50.5,127.44,2.78,Eco,182.75,74.76,27.66,87.57,Average,Low,Flat,12.37,High,4,On,Off,19.69,155.27
EV109041,Car,24.71,Mahindra XUV400,1.83,74.29,1763.6,78.32,32.8,398.01,86.31,937,96.81,DC Fast,0.34,43.37,92.72,2.6,Normal,143.84,74.46,21.09,62.14,Average,High,Flat,17.37,Low,1,Off,On,21.2,88.4
EV109042,Car,74.7,Hyundai Ioniq 5,3.41,116.79,2032.2,30.58,37.01,406.78,105.6,1037,95.31,DC Fast,1.0,47.76,111.16,2.78,Normal,231.24,70.2,48.0,40.34,Good,Very High,Flat,7.68,Off,4,Off,On,25.87,84.15
EV109043,Car,75.22,Tata Nexon EV,3.93,157.16,2113.0,60.84,32.05,327.86,36.14,1063,93.84,DC Fast,0.91,53.73,107.63,3.26,Normal,88.06,71.82,22.35,74.7,Good,Medium,Flat,3.06,Medium,4,Off,On,22.79,188.47
EV109044,Car,61.31,Tata Nexon EV,3.15,95.82,1540.2,10.74,24.7,368.17,91.95,565,97.36,DC Fast,0.89,8.0,65.12,0.97,Normal,291.98,53.3,31.82,37.35,Good,Medium,Flat,15.55,Off,4,On,On,19.65,32.61
EV109045,Car,55.61,Tata Tiago EV,6.95,46.46,1165.7,31.87,34.94,386.78,77.93,1105,91.26,AC,5.42,62.27,106.66,3.79,Aggressive,100.08,71.01,28.4,44.11,Average,Very High,Flat,13.34,Low,2,Off,Off,29.78,54.31
EV109046,Car,36.29,Tata Tiago EV,10.06,99.34,1373.9,83.74,40.74,350.42,72.99,2089,84.67,AC,4.01,46.83,104.71,1.31,Normal,221.1,49.03,22.14,29.38,Average,Medium,Flat,16.31,Off,2,Off,On,21.59,119.2
EV109047,Car,49.12,Mahindra XUV400,9.2,156.66,1696.8,94.71,28.92,349.3,63.6,1679,87.71,DC Fast,0.75,59.27,111.71,2.23,Normal,24.74,49.25,40.44,48.29,Good,Medium,Mixed,8.13,Medium,1,Off,On,21.28,191.69
EV109048,Bus,121.22,Olectra C9,9.26,243.75,12764.8,76.32,34.45,623.73,96.47,1513,87.34,Depot Fast,0.77,20.69,49.05,0.6,Normal,208.35,65.29,33.6,40.05,Good,Very High,Flat,11.04,Low,37,Off,On,137.32,58.85
EV109049,Car,26.23,Tata Nexon EV,1.86,43.81,1092.0,64.61,35.52,343.22,68.91,606,95.95,DC Fast,0.29,26.25,83.83,1.48,Normal,43.89,63.24,32.82,35.7,Average,Low,Flat,12.49,Low,2,Off,Off,19.43,83.72
EV109050,Car,75.92,Mahindra XUV400,6.91,147.01,2042.7,37.15,32.98,401.18,113.73,1383,85.96,AC,10.2,47.37,81.95,1.29,Normal,76.97,71.26,35.21,65.43,Good,Medium,Flat,8.01,Off,2,On,On,19.76,122.71
EV109051,Car,55.25,Mahindra XUV400,6.61,142.35,1722.5,50.8,17.62,344.23,112.22,901,88.78,AC,5.43,58.11,128.42,3.24,Eco,97.07,60.33,23.56,38.58,Average,Very High,Flat,0.21,High,1,Off,On,26.26,94.89
EV109052,Bus,325.36,Olectra C9,1.76,168.98,17626.2,11.6,19.74,746.75,164.21,1173,96.68,AC,12.0,29.97,82.86,1.74,Normal,91.59,63.62,22.71,52.15,Average,High,Flat,10.01,Off,34,On,Off,141.21,25.84
EV109053,Scooty,4.18,Ather 450X,3.89,8.93,149.3,94.12,32.32,63.14,36.44,1121,92.66,AC,0.52,48.15,75.12,1.45,Eco,53.81,74.31,37.91,19.21,Good,Very High,Flat,18.19,Medium,1,Off,Off,8.0,45.58
EV109054,Scooty,5.31,Ather 450X,3.69,6.02,141.7,52.98,40.45,56.29,55.86,803,94.88,AC,0.52,47.9,125.0,1.07,Eco,133.5,30.9,33.59,62.38,Excellent,Medium,Hilly,6.8,High,1,Off,On,8.0,33.38
EV109055,Bus,191.3,Olectra C9,1.15,250.34,15496.9,99.64,32.9,656.54,77.26,468,98.0,Depot Fast,0.9,21.21,49.11,0.8,Normal,150.39,65.48,16.64,52.85,Good,Medium,Flat,9.68,Medium,48,Off,Off,132.24,141.26
EV109056,Scooty,5.58,Ola S1 Pro,7.83,7.45,107.8,78.82,26.87,66.36,43.82,1215,93.04,AC,0.57,44.02,89.72,2.73,Aggressive,89.47,94.25,25.84,45.31,Average,Medium,Hilly,7.77,Medium,1,Off,On,8.0,51.12
EV109057,Bus,184.49,Tata Starbus EV,3.12,224.97,9738.9,46.07,44.07,581.8,225.37,128,96.53,AC,12.0,29.11,76.93,1.38,Normal,414.49,76.49,30.0,65.09,Poor,Medium,Flat,12.45,Low,52,Off,Off,138.29,59.32
EV109058,Car,35.43,Tata Tiago EV,8.08,164.26,1491.0,20.13,27.78,357.13,82.71,1616,82.67,AC,3.77,54.61,84.72,2.0,Normal,438.83,89.4,23.75,67.83,Good,Medium,Flat,15.25,High,5,Off,On,23.98,24.59
EV109059,Scooty,5.5,Ather 450X,6.8,5.24,99.3,22.67,25.25,61.08,23.04,1331,87.71,Fast Charging,0.93,52.47,105.67,2.58,Normal,123.49,86.73,32.84,77.49,Average,Very High,Hilly,3.44,Medium,1,Off,On,8.0,13.66
EV109060,Bus,275.49,Ashok Leyland Switch,12.63,318.36,17310.8,98.7,16.24,676.17,165.21,1596,78.69,DC Fast,4.0,17.41,93.71,1.08,Normal,98.96,84.01,18.73,48.13,Average,Medium,Flat,6.54,Off,8,Off,Off,107.58,198.88
EV109061,Bus,273.54,Tata Starbus EV,4.38,172.27,10197.4,30.41,32.56,699.74,126.52,1405,88.12,DC Fast,4.26,51.21,102.27,1.24,Normal,236.86,71.91,19.81,82.15,Excellent,Medium,Hilly,2.45,Off,38,On,Off,129.93,56.42
EV109062,Car,33.66,Hyundai Ioniq 5,11.0,116.84,1320.4,54.61,44.22,350.1,57.23,1849,86.53,DC Fast,0.42,48.3,93.81,2.01,Eco,23.42,49.83,38.39,28.28,Good,Very High,Flat,9.61,Off,1,Off,On,24.83,64.07
EV109063,Scooty,4.63,Bajaj Chetak,2.27,10.61,126.1,14.88,18.72,63.71,23.37,753,95.52,Fast Charging,0.61,53.69,94.69,2.77,Normal,103.91,78.18,29.2,56.18,Average,Very High,Hilly,13.02,Medium,1,On,Off,8.0,8.22
